CardID,JP,KR
X-T-073-T1,"カードを2枚引く。その後、自分の手札1枚を選んで捨てる。
[EX-COMBO/音瀬コタマ]自分の生徒最大1人を選び、このターンのエンドフェイズまで、その生徒と同じエリアの自分の生徒全員に+1/+0する。自分の保健室にEXスキルカードが3枚以上ある場合、このカードのコストは0になる。","카드를 2장 뽑는다. 그 후, 패에서 카드를 1장 버린다.
[EX-COMBO / 오토세 코타마] 자신의 학생 1명을 선택한다. 이번 턴의 엔드 페이즈까지, 그 학생과 같은 에어리어에 있는 모든 학생은 +1/+0을 얻는다. 자신의 보건실에 EX스킬 카드가 3장 이상 있을 경우, 이 카드의 코스트는 0이 된다."
風紀委員会,風紀委員会,
C-T-080,空崎ヒナ,소라사키 히나
C-T-080-T1,自分の保健室に<ゲヘナ>が3枚以上あれば、自分の保健室のカード3枚につき、この生徒の出撃コストを1減らす。ただし、コストは0以下にならない。,"자신의 보건실에 '게헨나'가 3장 이상 있다면, 자신의 보건실에 있는 카드 3장마다 이 학생의 출격 코스트를 1 감소시킨다. (최소 1)"
C-T-080-T2,[出撃・神秘解放]この生徒と同じエリアの相手のカードすべてに3ダメージを与える。,[출격・신비 해방] 이 학생과 같은 에어리어에 있는 상대의 모든 학생과 설치물에게 3 대미지를 준다.
C-T-080-T3,[永続]相手の生徒は制圧できない。,[지속] 상대 학생은 제압할 수 없다.
C-T-081,銀鏡イオリ,시로미 이오리
C-T-081-T1,自分の保健室に生徒カードが8枚以上あり、その中に<ゲヘナ>が4枚以上あれば、この生徒の出撃コストは1になる。,"자신의 보건실에 카드가 8장 이상 있고, 그중 '게헨나'가 4장 이상 있다면, 이 학생의 출격 코스트가 1이 된다."
C-T-081-T2,[出撃・神秘解放]この生徒と同じエリアの相手のカード1つを選び、4ダメージを与える。,"[출격・신비 해방] 이 학생과 같은 에어리어에 있는 상대의 학생 또는 설치물을 선택해 4 대미지를 준다. "
C-T-081-T3,[撃破]この生徒の攻撃によって撃破している場合、自分の保健室から、EXスキルカードを最大1枚まで選び、手札に戻す。,"[격파] 이 학생의 공격으로 격파를 했다면, 자신의 보건실에서 EX 카드를 최대 1장까지 선택해 패로 가져올 수 있다."
C-T-082,天雨アコ,아마우 아코
C-T-082-T1,[出撃・神秘解放]カードを3枚引く。その後、手札から2枚選んで捨てる。,"[출격・신비 해방] 카드를 3장 뽑는다. 그 후, 패에서 카드를 2장 버린다."
C-T-082-T2,[永続]自分の『空崎ヒナ』全員に+2/+2する。,[지속] 자신의 모든 '소라사키 히나'는 +2/+2를 얻는다.
C-T-082-T3,[自動]自分の生徒が攻撃する時、このターン、その生徒に+2/+0する。,"[자동] 자신의 학생이 공격할 때, 이번 턴 동안 그  학생은 +2/+0을 얻는다."
C-T-083,火宮チナツ,히노미야 치나츠
C-T-083-T1,[出撃・神秘解放]自分のデッキの上から4枚を保健室に置く。その後、自分の保健室から<ゲヘナ>を最大1人まで選び、手札に戻す。,"[출격・신비 해방] 자신의 덱 위에서 카드 4장을 보건실로 보낸다. 그 후, 자신의 보건실에서 '게헨나'를 최대 1명까지 선택해 패로 가져올 수 있다."
C-T-083-T2,[永続]自分の<ゲヘナ>が受ける効果ダメージをX減らす。Xの値は、この生徒のLvとする。,[출격・신비 해방] 이 학생과 같은 에어리어에 있는 자신의 모든 학생들은 이번 턴 동안 +X/+0을 얻는다. X는 이 학생의 :Lv이다.
C-T-083-T3,[自分のエンドフェイズ]自分の保健室から、<ゲヘナ>を最大1人まで選んで手札に戻す。,[자신의 엔드 페이즈] 자신의 보건실에서 '게헨나'를 최대 1명까지 선택해 패로 가져올 수 있다.
X-T-080,終幕：イシュ・ボシェテ,종막 : 이스보셋
X-T-080-T1,"場の相手のカードすべてに、7ダメージを与える。
[EX-COMBO/空崎ヒナ]自分の『空崎ヒナ』全員は、次の相手のターンのエンドフェイズまで、自分の保健室のカード3枚につき+1/+1し、効果の影響を無視して制圧できる。","상대의 모든 카드에게 7 대미지를 준다.
[EX-COMBO / 소라사키 히나] 자신의 모든 '소라사키 히나'는 상대의 다음 엔드 페이즈까지 보건실의 카드 3장당 +1/+1을 얻고, '제압할 수 없다' 효과를 무시하고 제압할 수 있다."
X-T-080-T2,[自分のスタンバイフェイズ]自分の手札に<ゲヘナ>が2枚以上あり、場に自分のカードがないとき、このカードが保健室にあれば、自分の最大コスト以下の現在のコストを持つ保健室の『空崎ヒナ』最大1人を選び、出撃させてもよい。そうしたら、その生徒はこのターンのエンドフェイズまで制圧できず、このカードを矯正局に置き、自分の手札から<ゲヘナ>を2枚捨てる。,"[자신의 스탠바이 페이즈] 자신의 패에 '게헨나'가 2장 이상 있고 자신의 필드에 카드가 없다면, 보건실에서 현재 코스트가 자신의 최대 코스트 이하인 '소라사키 히나' 1장을 선택해 출격시킬 수 있다. 출격시켰다면, 그 학생은 이번 턴의 엔드 페이즈까지 제압할 수 없으며, 이 카드를 교정국으로 보내고 패에서 '게헨나' 2장을 버린다."
X-T-081,一網打尽,일망타진
X-T-081-T1,"相手のカード1枚を選び、2ダメージを与える。その後、自分の手札を最大2枚選び、捨ててもよい。1枚以上捨てた場合、その枚数だけ、以下を繰り返す。
・相手のカード1枚を選び、2ダメージを与える。
[EX-COMBO/銀鏡イオリ]ダメージをすべて与えた後、自分の『銀鏡イオリ』最大1人を選び、次の相手のターンのエンドフェイズまで、自分の保健室のカード10枚につき+1/+1し、別のセルに移動させてもよい。","상대의 카드 1장을 선택한다. 그 카드에게 2 대미지를 준다. 그 후, 자신의 패에서 카드를 최대 2장까지 선택해 버릴 수 있다. 1장 이상 버렸다면, 버린 장수만큼 이하의 효과를 반복한다.
・상대의 카드 1장을 선택한다. 그 카드에게 2 대미지를 준다. 
[EX-COMBO / 시로미 이오리] 대미지를 준 후, 자신의 '시로미 이오리'를 최대 1장까지 선택한다. 그 학생을 다른 위치로 이동시킬 수 있다. 그리고 그 학생은 상대의 다음 엔드 페이즈까지 자신의 보건실의 카드 10장당 +1/+1을 얻는다."
X-T-083,偵察データを共有します,정찰의 결과입니다.
X-T-083-T1,"デッキから好きなカード最大1枚を選び、保健室に置く。
[EX-COMBO/天雨アコ]このカードのコストは0になる。自分の生徒最大1人を選び、このターンのエンドフェイズまで、その生徒が与えるすべてのダメージがX増える。Xの値は、選んだ生徒のコストが5以上の場合、その生徒のコストの値とし、それ以外の場合は2とする。","덱에서 카드 1장을 선택한다. 그 카드를 보건실로 보낸다.
[EX-COMBO / 아마우 아코] 이 카드의 코스트가 0이 된다. 자신의 학생을 최대 1명까지 선택한다. 이번 턴의 엔드 페이즈까지, 그 학생이 주는 모든 대미지가 X 증가한다. X는 그 학생의 출격 코스트가 5 이상일 경우 출격 코스트만큼, 미만일 경우 2이다."
X-T-082,戦傷治療,전술 치료 시행
X-T-082-T1,"自分の保健室のカード名の異なる<ゲヘナ>最大2枚を選び、手札に戻す。
[EX-COMBO/火宮チナツ]このカードのコストは1になる。自分の生徒最大1人を選び、次の相手のターンのエンドフェイズまで、+0/+Xする。Xの値は、自分の『火宮チナツ』のLvの合計とする。","자신의 보건실에서 '게헨나'를 최대 2명까지 선택해 패로 가져올 수 있다.
[EX-COMBO / 히노미야 치나츠] 이 카드의 코스트가 1이 된다. 자신의 학생을 최대 1명까지 선택한다. 그 학생은 상대의 다음 엔드 페이즈까지 +0/+X를 얻는다. X는 자신의 '히노미야 치나츠'의 레벨의 합계. "
放課後スイーツ部,放課後スイーツ部,
C-T-066,柚鳥ナツ,유토리 나츠
C-T-066-T1,[出撃・神秘解放]《スイーツ》1個を生成し設置する。,[출격・신비 해방] '디저트' 1개를 생성하여 설치한다.
C-T-066-T2,[攻撃・回復]自分のターンの場合、自分のデッキの上から2枚を見て、その中からカード最大1枚を選び、手札に加える。,"[공격・회복] 자신의 턴일 경우, 자신의 덱 위에서 카드 2장을 보고, 그 중 최대 1장을 선택하여 패로 가져온다."
C-T-066-T3,[永続]この生徒を含む<放課後スイーツ部>全員に+X/+0する。Xの値は、自分の『スイーツ』の個数とする。,[지속] 이 학생을 포함한 모든 '방과후 디저트부' 학생은 +X/+0을 얻는다. X는 자신의 '디저트'의 갯수.
C-T-067,杏山カズサ,쿄야마 카즈사
C-T-067-T1,自分の『栗村アイリ』がある場合、この生徒の出撃コストはX減る。Xの値は、自分のカード名の異なる『スイーツ』と<放課後スイーツ部>の数に等しく、コストは0以下にならない。,"자신의 필드에 '쿠리무라 아이리'가 있다면, 이 학생의 출격 코스트를 X 감소시킨다. X는 내 필드에 있는 서로 카드명이 다른 '디저트'와 '방과후 디저트부'의 숫자. (최소 1)"
C-T-067-T2,[出撃]この生徒は、このターンのエンドフェイズまで制圧できない。自分の『スイーツ』最大1つを選び、退却させてもよい。そうしたら、相手のカード1枚を選び、6ダメージを与える。,"[출격] 이 학생은 이 턴의 엔드 페이즈까지 제압할 수 없다. 자신의 '디저트' 1개를 선택해 퇴각시킬 수 있다. 시켰다면, 상대의 카드 1장을 선택해, 6 대미지를 준다."
C-T-067-T3,[攻撃・回復]この生徒に+2/+2する。この修正は永続する。,"[공격・회복] 이 학생은 영구히 +2/+2를 얻는다. "
C-T-067-T4,[撃破]この生徒の攻撃で撃破している場合、《スイーツ》1個を生成し設置する。,"[격파] 이 학생의 공격으로 격파했다면, '디저트' 1개를 생성하여 설치한다."
C-T-068,栗村アイリ,쿠리무라 아이리
C-T-068-T1,自分の<放課後スイーツ部>または『スイーツ』がある場合、この生徒の出撃コストは1少なくなる。,"자신의 필드에 '방과후 디저트부' 또는 '디저트'가 있다면, 이 학생의 출격 코스트를 1 감소시킨다."
C-T-068-T2,[出撃・神秘解放]自分のデッキから、自分の場の<トリニティ>でEX-COMBOを満たすEXスキルカード最大1枚を選び、手札に加えてもよい。そうしなければ、自分の保健室から、[EX-COMBO/栗村アイリ]を持つEXスキルカード最大1枚を選び、手札に加える。,"[출격・신비 해방] 자신의 덱에서, 자신의 필드에 있는 '트리니티' 학생과 EX-COMBO 조건을 만족시키는 스킬 카드를 최대 1장까지 선택해 패로 가져올 수 있다. 그렇게 하지 안핬다면, 자신의 보건실에서  [EX-COMBO / 쿠리무라 아이리] 효과를 가진 EX 스킬 카드를 최대 1장까지 선택해 패로 가져온다."
C-T-068-T3,[攻撃・回復]自分のターンの場合、相手の生徒最大1人を選び、その生徒は、次の相手のスタンバイフェイズに元気にならない。,"[공격・회복] 자신의 턴이라면 상대 학생을 최대 1장까지 선택한다. 그 학생은, 상대의 상대의 다음 스탠바이 페이즈에 액티브 상태가 되지 않는다."
C-T-068-T4,[永続]自分の<トリニティ>全員が与える戦闘ダメージをX増やす。Xの値は、自分の『スイーツ』の個数とする。,자신의 모든 '트리니티' 학생이 주는 전투 대미지에 +X를 한다. X는 자신의 '디저트' 갯수.
C-T-069,伊原木ヨシミ,이바라기 요시미
C-T-069-T1,自分の『スイーツ』がある場合、この生徒の出撃コストは1少なくなる。,"자신의 필드에 '디저트'가 있다면, 이 학생의 출격 코스트를 1 감소시킨다."
C-T-069-T2,[出撃・神秘解放]この生徒と同じエリアの相手のカード1つを選び、Xダメージを与える。Xの値は、この生徒と同じエリアの『スイーツ』の個数+2とする。,"[출격・신비 해방] 이 학생과 같은 에어리어에 있는 상대의 카드 1장을 선택해, X 대미지를 준다. X는 이 학생과 같은 에어리어에 있는 '디저트' 갯수+2."
C-T-069-T3,[攻撃・回復]自分のターンの場合、この生徒と同じエリアの相手の生徒最大1人を選び、疲労させる。,[공격・회복] 이 학생과 같은 에어리어에 있는 상대의 학생 1명을 선택할 수 있다. 그 학생은 피로 상태가 된다.
C-T-069-T4,[撃破]この生徒の攻撃で撃破している場合、コストを1回復し、自分のデッキから『スイーツ』最大1枚を選び、手札に加える。,"[격파] 이 학생의 공격으로 격파했다면, 자신의 덱에서 '디저트'를 최대 1장까지 선택해 패로 가져온다."
X-T-066,こういう時のとっておき,비장의 수단
X-T-066-T1,"《スイーツ》1個を生成し設置する。
[EX-COMBO/柚鳥ナツ]自分の生徒最大1人を選び、HPをすべて回復し、このターンのエンドフェイズまで、その生徒は効果の影響を無視して制圧できる。","디저트' 1개를 생성하여 설치한다.
[EX-COMBO / 유토리 나츠] 자신의 학생을 최대 1명까지 선택한다. 그 학생의 HP를 최대치까지 회복시킨다. 그 학생은 이번 턴의 엔드 페이즈까지 '제압할 수 없다' 효과를 무시하고 제압할 수 있다."
X-T-067,スイート・ファイア,달콤한 포화
X-T-067-T1,"相手の生徒最大1人を選び、4ダメージを与える。自分の『スイーツ』最大1つを選び、退却させてもよい。そうしたら、自分の手札から、『杏山カズサ』最大1人を選び、出撃または神秘解放させる。
[EX-COMBO/杏山カズサ]このカードのコストはX少なくなる。自分の『杏山カズサ』全員を元気にする。(攻撃権は得られない。)このカードの効果で自分の『スイーツ』を退却させている場合、自分の『杏山カズサ』最大1人を選び、別のセルに移動させてもよい。Xの値は、自分の『スイーツ』の数とする。","상대의  학생 1명을 선택한다. 그 학생에게 4 대미지를 준다. 자신의 '디저트'를 최대 1가까지 선택해, 퇴각시킬 수 있다. 퇴각시켰다면, 자신의 패에서 '쿄야마 카즈사' 1장을 출격시키거나 신비 해방한다.
[EX-COMBO/쿄야마 카즈사] 이 카드의 코스트를 X 감소시킨다. 자신의 모든 '쿄야마 카즈사'를 액티브 상태로 만든다. (공격권은 회복되지 않음) 이 카드의 효과로 자신의 '디저트'를 퇴각시켰다면, 자신의 '쿄야마 카즈사'를 최대 1명까지 다른 위치로 이동시킬 수 있다. X는 자신의 '디저트'의 숫자."
X-T-068,勿体ないけど……えぇいっ！,"아깝지만, 에잇!"
X-T-068-T1,"《スイーツ》2個を生成し設置する。
[EX-COMBO/栗村アイリ]このカードのコストは1になる。自分の『スイーツ』いずれかと同じエリアの相手の生徒全員は、次の相手のターンのエンドフェイズまで移動コストが1増える。","디저트' 2개를 생성하여 설치한다.
[EX-COMBO / 쿠리무라 아이리] 이 카드의 코스트가 1이 된다. 자신의 '디저트'와 같은 에어리어에 있는 상대의 모든 학생은 상대의 다음 엔드 페이즈까지 이동 코스트가 1 증가한다."
X-T-069,だ、誰が慌ててるって！？,"누, 누가 당황할 줄 알고?"
X-T-069-T1,"相手のカード1つを選び、そのカードと同じエリアの相手のカードすべてに2ダメージを与える。
[EX-COMBO/伊原木ヨシミ]このカードのコストは1になる。選んだ生徒と同じエリアに自分の『スイーツ』がある場合、その生徒を疲労させる。","상대의 카드 1장을 선택한다. 그 학생과 같은 에어리어에 있는 상대의 모든 카드에게 2 대미지를 준다.
[EX-COMBO / 이바라기 요시미] 이 카드의 코스트가 1이 된다. 선택한 학생과 같은 에어리어에 자신의 '디저트'가 있다면, 그 학생은 피로 상태가 된다."
トリニティ自警団,トリニティ自警団,트리니티 자경단
C-T-074,守月スズミ,모리즈키 스즈미
C-T-074-T1,[出撃・神秘解放]自分のデッキから、自分の場か保健室の<トリニティ>でEX-COMBOを満たすEXスキルカードを最大1枚選び、手札に加える。,[출격・신비 해방] 자신의 덱에서 자신의 필드 또는 보건실의 '트리니티' 학생과 EX-COMBO 조건을 만족시키는 EX 스킬 카드를 최대 1장까지 선택해 패로 가져온다.
C-T-074-T2,[自動]自分の<トリニティ自警団>が攻撃する時、相手の生徒最大1人を選び、その生徒が疲労している場合、Xダメージを与え、それ以外の場合、疲労させる。Xの値は、この生徒のLv×2とする。,"[자동] 자신의 '트리니티 자경단'이 공격할 경우, 상대 학생을 최대 1장까지 선택한다. 그 학생이 피로 상태가 아니라면, 피로 상태로 만든다. 그 학생이 피로 상태라면, X 대미지를 준다. X는 이 학생의 Lv×2이다."
C-T-074-T3,[永続]自分の<トリニティ>全員は相手のカード効果で疲労しない。,[지속] 자신의 모든 '트리니티' 학생은 상대의 효과에 인해선 피로 상태가 되지 않는다.
C-T-075,宇沢レイサ,우자와 레이사
C-T-075-T1,『杏山カズサ』または自分の<トリニティ自警団>があり、自分の生徒の数が相手より少ない場合、この生徒の出撃コストは0になる。,"필드에 '쿄야마 카즈사' 또는 자신의 '트리니티 자경단'이 있고, 자신의 학생 숫자가 상대의 학생 숫자보다 적을 경우, 이 학생의 출격 코스트는 0이 된다."
C-T-075-T2,[出撃・神秘解放]相手の生徒を1人選び、疲労させる。,[출격・신비 해방] 상대의 학생 1명을 선택한다. 그 학생은 피로 상태가 된다.
C-T-075-T3,[永続]自分の他の<トリニティ>がある場合、この生徒は存在感を得る。自分の他の<トリニティ自警団>がある場合、この生徒は警戒を得る。(存在感：[永続]相手はカードの効果で相手の存在感を持つカードを選べる場合、そのいずれかのカードを選ばなければならない。),"[지속] 자신의 필드에 다른 '트리니티' 학생이 있다면, 이 학생은 '존재감'을 얻는다. 필드에 자신의 다른 '트리니티 자경단' 학생이 있다면, 이 학생은 '경계'를 얻는다. (존재감 : [지속] 상대가 효과의 대상을 선택할 때, '존재감'을 가진 학생을 대상으로 선택할 수 있다면, 그 학생을 대상으로 선택해야만 한다.)"
C-T-075-T4,[回復]自分のターンの場合、このカードに+0/+1し、このカードは元気になる。(攻撃権は得られない。),"[회복] 자신의 턴일 경우, 이 카드는 +0/+1을 얻고, 액티브 상태가 된다."
X-T-074,オーダーメイド閃光弾,사제 섬광탄
X-T-074-T1,"相手のカード最大1つを選び、そのカードと同じエリアの相手のカードすべてに1ダメージを与える。
[EX-COMBO/守月スズミ]このカードのコストは0になる。選んだ生徒を疲労させ、その生徒と同じエリアの相手の生徒全員は、次の相手のスタンバイフェイズに元気にならない。","상대의 카드 1장을 선택한다. 그 카드와 같은 에어리어에 있는 상대의 모든 카드에게 1 대미지를 준다.
[EX-COMBO / 모리즈키 스즈미] 이 카드의 코스트가 0이 된다. 선택한 학생을 피로 상태로 만들고, 그 학생과 같은 에어리어에 있는 모든 학생들은 상대의 다음 스탠바이 페이즈에 액티브 상태가 되지 않는다."
X-T-075,挑戦状を受け取ってください！,도전장을 받으세요!
X-T-075-T1,"相手のカード1つを選び、そのカードと同じエリアの相手のカードすべてに1ダメージを与える。
[EX-COMBO/宇沢レイサ]自分の『宇沢レイサ』全員のHPを1回復し、次の相手のターンのエンドフェイズまで、""[永続]相手の生徒は制圧できない。""を与える。2回、以下を繰り返す。
・自分の『宇沢レイサ』全員のHPを1回復する。相手のカード1つを選び、そのカードと同じエリアの相手のカードすべてに1ダメージを与える。","상대의 카드 1장을 선택한다. 그 카드와 같은 에어리어에 있는 상대의 모든 카드에게 1 대미지를 준다.
[EX-COMBO / 우자와 레이사] 상대의 다음 엔드 페이즈까지 자신의 모든 '우자와 레이사'는 [지속] 상대의 학생은 제압할 수 없다. 를 얻고, 이하의 효과를 2회 반복한다.
상대의 카드 1장을 선택한다. 그 카드와 같은 에어리어에 있는 상대의 모든 카드에게 1 대미지를 준다."
シャーレ,シャーレ,샬레
S-T-006,時計じかけの花のパヴァーヌ,태엽감는 꽃의 파반느
S-T-006-T1,"自分の<ゲーム開発部>が2人以上ある場合にプレイできる。
デッキから『天童アリス』を1人出撃または神秘開放させる。デッキから[EX-COMBO/天童アリス]を持つEXスキルカードを1枚手札に加える。","자신의 '게임개발부' 학생이 2명 이상 필드에 있어야만 이 카드를 낼 수 있다.
덱에서 '텐도 아리스' 1장을 출격시킨다. (이미 필드에 있다면, 신비 해방을 한다.)
덱에서 '밸런스 붕괴' 1장을 패로 가져온다."
S-T-001,私の大切なお姫様に何してるの！,감히 내 소중한 공주님에게 무슨 짓이냐아아-!!
S-T-001-T1,保健室から生徒カードを1枚選ぶ。選んだカードと名前の同じ生徒カードを好きな枚数選び、手札に戻してもよい。,"보건실에서 학생 1명을 선택하고, 그 학생과 같은 이름의 학생을 원하는 만큼 패로 가져올 수 있다."
S-T-010,私たちの、青春の物語を,청춘과 학원의 이야기를
S-T-010-T1,"自分の『阿慈谷ヒフミ』『白洲アズサ』『下江コハル』『浦和ハナコ』がすべて出撃している場合にプレイできる。
このターンの後に追加のターンを行う。このカードを矯正局に置く。","자신의 '아지타니 히후미', '시라스 아즈사','시모에 코하루', '우라와 하나코' 모두가 필드에 있어야만 이 카드를 낼 수 있다.
이번 턴이 끝난 뒤 추가 턴을 얻는다.
이 카드를 교정국으로 보낸다."
S-T-013,光の剣:アトラ・ハシースのスーパーノヴァ,빛의 검 : 아트라하시스의 슈퍼노바
S-T-013-T1,"自分の元気で制圧できる『天童アリス』と、その生徒以外の<ミレニアム>の生徒が出撃している場合にプレイできる。
相手のカードすべてに10ダメージを与える。自分の『天童アリス』全員を疲労させる。(攻撃権も失う。)","자신의 액티브 상태인 '텐도 아리스'와 다른 '밀레니엄' 학생이 필드에 있어야만 이 카드를 낼 수 있다.
상대의 모든 학생과 설치물에게 10 대미지를 준다.
자신의 '텐도 아리스'는 피로 상태가 된다."
S-T-004,クラフトチェンバー/ジェネレート,크래프트 챔버 / 물질 생성
S-T-004-T1,カードを3枚引く。,카드를 3장 뽑는다.
S-T-012,失ったもの、手放さなかったもの,잃은 것과 놓지 않은 것
S-T-012-T1,"自分の『小鳥遊ホシノ』が出撃している場合、次の相手のターンのエンドフェイズまで、自分の<アビドス>全員は効果によるダメージを受けない。
自分の『砂狼シロコ』が出撃している場合、次の相手のターンのエンドフェイズまで、自分の<アビドス>全員に+2/+2する。
自分の『十六夜ノノミ』が出撃している場合、カードを3枚引き、手札から1枚選んで捨てる。
自分の『奥空アヤネ』が出撃している場合、自分の<アビドス>全員のHPをすべて回復する。
自分の『黒見セリカ』が出撃している場合、次の相手のターンのエンドフェイズまで、自分の<アビドス>全員は警戒を得る。
(いずれの効果も、このカードをプレイした後に出撃した生徒には影響しない。)","자신의 '타카나시 호시노'가 필드에 있을 경우, 다음 상대 턴 종료 시까지 자신의 모든 '아비도스' 학생들은 효과 대미지를 받지 않는다.
자신의 '스나오오카미 시로코'가 필드에 있을 경우, 다음 상대 턴 종료 시까지 자신의 모든 '아비도스' 학생들은 +2/+2를 얻는다.
자신의 '이자요이 노노미'가 필드에 있을 경우, 카드를 3장 뽑고, 패에서 카드를 1장 선택해서 버린다.
자신의 '오쿠소라 아야네'가 필드에 있을 경우, 자신의 모든 '아비도스' 학생들의 HP를 최대치까지 회복시킨다.
자신의 '쿠로미 세리카'가 필드에 있을 경우, 이 턴의 엔드 페이즈에 자신의 모든 '아비도스' 학생들을 액티브 상태로 만든다.
(이 카드를 발동한 후 필드에 출격한 학생은 효과를 적용받지 못한다.)"
S-T-007,イタズラ☆ストレート,장난스런☆스트레이트
S-T-007-T1,デッキから学校と名前の異なる生徒を最大4枚まで選び、手札に加える。ただし、<ミレニアム>の生徒は最大2枚まで選んでよい。,"덱에서 학교와 이름이 다른 학생을 4명까지 선택해 패로 가져온다. 단, '밀레니엄' 학생은 2명까지 선택할 수 있다."
S-T-011,アウトローの流儀,무법자의 길
S-T-011-T1,"自分の<便利屋68>がある場合にプレイできる。
自分の保健室から、<便利屋68>を最大1枚選び、出撃または神秘解放させる。","자신의 '흥신소 68' 학생이 필드에 있고, 자신의 보건실에 '흥신소 68' 학생이 1명 이상 있어야만 이 카드를 낼 수 있다.
자신의 보건실에서 '흥신소 68' 학생 1명을 선택해 출격시키거나 신비 해방한다."
S-T-002,Unwelcome School,Unwelcome School
S-T-002-T1,デッキから同じ部活でカード名の異なる生徒を1枚ずつ、最大5枚まで手札に加えてよい。,덱에서 같은 동아리 소속에 카드명이 다른 학생을 각 1장씩 최대 5장까지 선택해 패로 가져온다.
S-T-014,クラフトチェンバー/テイラーメイド,크래프트 챔버 / 물질 합성
S-T-014-T1,デッキから好きなカード最大1枚を選び、手札に加える。,자신의 덱에서 카드를 1장 선택하여 패로 가져온다.
S-T-015,Vanitas Vanitatum,Vanitas Vanitatum
S-T-015-T1,"このカードをプレイしたときの自分の矯正局のカード3枚につき1回、以下の処理を行う。
・自分の矯正局から<アリウススクワッド>最大1人を選んで出撃または神秘解放させる。","이 카드를 낼 때 자신의 교정국에 있는 카드 3장마다 이하의 효과를 1회 처리한다.
자신의 교정국에서 '아리우스 스쿼드' 1명을 선택하여 출격시키거나 신비 해방한다."
S-T-016,あまねく奇跡の始発点,그리고 모든 기적이 시작되는 곳
S-T-016-T1,"このカードは、自分の『アロナ』と『プラナ』がある場合にプレイできる。
自分のデッキをシャッフルした後、上から3枚を見る。その中にあるカード1枚を選び、それ以外のカードとデッキをシャッフルする。その後、選んだカードをプレイ条件を無視してプレイする。","자신의 '아로나'와 '프라나'가 필드에 있어야만 이 카드를 낼 수 있다.
덱을 셔플한 뒤, 자신의 덱 위에서 카드 3장을 보고, 그중 1장을 선택한다. 다른 두 장을 덱에 넣고 섞은 뒤, 선택한 카드의 발동 조건을 무시하고 그 카드를 낸다."
S-T-017,みんなのための――,모두를 위한
S-T-017-T1,自分の手札を好きな枚数選び、デッキに戻してシャッフルする。その後、こうしてデッキに戻した枚数に2を加えた枚数、カードを引く。自分の<セミナー>がある場合、自分の手札から、現在のコストがX以下の<セミナー>最大1人を選び、出撃または神秘解放させる。Xの値は、相手の生徒が2人以上ある場合、自分の最大コスト+1とし、それ以外の場合、自分の最大コストとする。,"자신의 패에서 카드를 원하는 만큼 선택해 덱으로 되돌린 뒤, 덱을 셔플한다. 그 후, 되돌린 숫자에 2을 더한 만큼 카드를 뽑는다.
자신의 필드에 '세미나'가 있다면, 패에서 현재 코스트가 자신의 최대 코스트 + 1 이하인 '세미나' 1장을 선택해 출격 또는 신비 해방한다."
S-T-018,書記の採決,서기의 결단
S-T-018-T1,自分のデッキから生徒カードかEXスキルカード最大1枚を選ぶか、EX-COMBOを満たす組み合わせになるように生徒カードとEXスキルカードを最大1枚ずつ選び、手札に加える。自分のデッキから、カード1枚を選び、そのカード以外のデッキをシャッフルしたあと、選んだカードをデッキの一番上に置く。,"자신의 덱에서 학생 카드 또는 EX 스킬 카드 1장을 선택하거나, EX-COMBO 조건을 만족시키는 조합이 되도록 학생과 EX 스킬 카드를 각각 1장씩 선택해 패로 가져온다. 그 후, 다시 덱에서 카드 1장을 선택하고 덱을 섞은 뒤, 선택한 카드를 덱 맨 위에 놓는다."
S-T-019,Pixel Time,Pixel Time
S-T-019-T1,自分の<ゲーム開発部>がある場合にプレイできる。自分の手札から<ゲーム開発部>1人を選び、出撃または神秘解放させる。自分の保健室の<ゲーム開発部>をすべてデッキに戻し、自分の場の<ゲーム開発部>全員に1回ずつ、同名カードをデッキから神秘解放する。自分のデッキから《時計じかけの花のパヴァーヌ》最大1枚を手札に加えてもよい。そうしなければ、自分の『花岡ユズ』『才羽ミドリ』『才羽モモイ』が全員出撃している場合、自分の手札から、《時計じかけの花のパヴァーヌ》最大1枚を選び、プレイしてもよい。,"자신의 '게임개발부'가 필드에 있어야만 이 카드를 낼 수 있다. 자신의 패에서 '게임개발부' 1명을 출격시키거나 신비 해방한다. 자신의 보건실에 있는 모든 '게임개발부'를 덱으로 되돌리고, 자신의 필드에 있는 모든 '게임개발부'들은 덱에서 같은 이름의 카드를 각각 1장씩 선택해 신비 해방한다. 자신의 덱에서 '태엽감는 꽃의 파반느'를 최대 1장까지 패로 가져올 수 있다. 가져오지 않았다면, 자신의 '하나오카 유즈', '사이바 미도리', '사이바 모모이'가 필드에 있을 경우, 자신의 패에서 '태엽감는 꽃의 파반느'를 최대 1장까지 선택해 낼 수 있다"
S-T-020,風紀委員会の奮迅,선도부의 분투
S-T-020-T1,自分の<ゲヘナ>がある場合にプレイできる。自分のデッキから、カード名の異なる<ゲヘナ>を最大5枚まで選び、保健室に置く。,"자신의 '게헨나'가 필드에 있어야만 이 카드를 낼 수 있다. 자신의 덱에서 카드명이 다른 '게헨나' 학생을 최대 5명까지 선택해, 보건실로 보낸다."
S-T-021,あたたかなもの,따뜻한 것
